Chrom	ChromStart	ChromEnd	Region	UMAP1	UMAP2
chr1	1357980	1359244	chr1:1357980-1359244	5.9408054	5.352999
chr1	13583736	13584550	chr1:13583736-13584550	-0.7587533	3.7813096
chr1	13699865	13700758	chr1:13699865-13700758	4.23943	3.5884342
chr1	1374417	1375893	chr1:1374417-1375893	9.549697	5.5694466
chr1	13748773	13750006	chr1:13748773-13750006	7.356092	3.9945774
chr1	13813438	13814371	chr1:13813438-13814371	2.6282012	4.57508
chr1	13981530	13983672	chr1:13981530-13983672	-1.638722	4.627022
chr1	1398925	1400412	chr1:1398925-1400412	8.74132	4.437296
chr1	1406826	1408156	chr1:1406826-1408156	9.33496	5.2324247
chr1	1426579	1427005	chr1:1426579-1427005	1.4370227	5.1037345
chr1	1433071	1434080	chr1:1433071-1434080	5.217902	6.778597
chr1	14346090	14346746	chr1:14346090-14346746	1.8959216	7.4291425
chr1	143563603	143564004	chr1:143563603-143564004	-2.5205534	4.3300867
chr1	143575085	143575529	chr1:143575085-143575529	-1.8407542	3.3503723
chr1	143719937	143721096	chr1:143719937-143721096	4.9170856	7.4883523
chr1	143723984	143724529	chr1:143723984-143724529	2.1954377	9.6354885
chr1	143867564	143868087	chr1:143867564-143868087	1.1783667	7.2993746
chr1	143884615	143885565	chr1:143884615-143885565	-1.7738534	3.2843919
chr1	144001155	144001382	chr1:144001155-144001382	2.9982333	10.363073
chr1	14419421	14420255	chr1:14419421-14420255	-1.6827464	5.43321
chr1	14421930	14422583	chr1:14421930-14422583	3.1276817	8.895103
chr1	14436812	14437605	chr1:14436812-14437605	3.547782	10.001488
chr1	144412146	144413352	chr1:144412146-144413352	7.789158	7.699843
chr1	144523615	144524426	chr1:144523615-144524426	7.7817664	7.634158
chr1	144545849	144546897	chr1:144545849-144546897	7.7783012	7.6594543
chr1	14522796	14523295	chr1:14522796-14523295	-0.0415232	5.2093267
chr1	145280654	145281865	chr1:145280654-145281865	7.785247	7.694982
chr1	145424802	145426099	chr1:145424802-145426099	6.160561	4.9770885
chr1	145607800	145608529	chr1:145607800-145608529	7.765361	4.8106866
chr1	145695658	145696671	chr1:145695658-145696671	0.55990285	7.0457090000000004
chr1	145794825	145795720	chr1:145794825-145795720	-1.2305197	5.3006496
chr1	145823571	145824566	chr1:145823571-145824566	8.644534	4.320025
chr1	145858510	145860295	chr1:145858510-145860295	6.803063	5.026959
chr1	145877920	145878330	chr1:145877920-145878330	2.0708234	7.4713264
chr1	145918067	145919901	chr1:145918067-145919901	7.8898907	5.954179
chr1	145926885	145928047	chr1:145926885-145928047	8.923264	6.000118
chr1	14594029	14594603	chr1:14594029-14594603	0.54758364	6.42515
chr1	145957446	145958380	chr1:145957446-145958380	6.980745	5.99033
chr1	145964128	145965146	chr1:145964128-145965146	7.106665	5.8901553
chr1	145978915	145980101	chr1:145978915-145980101	4.1036515	8.0849495
chr1	14597943	14599662	chr1:14597943-14599662	4.046493	4.013119
chr1	145985374	145986516	chr1:145985374-145986516	2.2394922	7.6647267
chr1	145996087	145997407	chr1:145996087-145997407	7.498089	5.772465
chr1	146021212	146022268	chr1:146021212-146022268	2.8510187	7.9221635
chr1	146051409	146052779	chr1:146051409-146052779	7.772263	7.634885
chr1	1461696	1463154	chr1:1461696-1463154	0.7662438	4.501575
chr1	146228219	146229284	chr1:146228219-146229284	-1.8691239	5.0036654
chr1	14627194	14627797	chr1:14627194-14627797	0.54811484	5.716694
chr1	14629497	14629893	chr1:14629497-14629893	-0.35635868	4.842932
chr1	146376367	146377638	chr1:146376367-146377638	7.7859592	7.7132077
chr1	14655683	14657016	chr1:14655683-14657016	0.64254844	6.0960255
chr1	146934176	146935160	chr1:146934176-146935160	3.260795	6.47356
chr1	146938230	146939258	chr1:146938230-146939258	7.4221296	5.151199
chr1	1470711	1473192	chr1:1470711-1473192	8.009695	5.831566
chr1	147084049	147085526	chr1:147084049-147085526	7.783864	7.6671906
chr1	147171682	147173103	chr1:147171682-147173103	8.281218	4.304979
chr1	147242257	147243594	chr1:147242257-147243594	8.028273	4.2512364
chr1	147377253	147378411	chr1:147377253-147378411	2.9190776	9.45473
chr1	147422996	147423989	chr1:147422996-147423989	-2.6002705	5.811679
chr1	147517705	147518034	chr1:147517705-147518034	4.4720607	6.4976764
chr1	147599085	147600502	chr1:147599085-147600502	6.4090943	4.4740753
chr1	147723872	147724305	chr1:147723872-147724305	2.151332	4.333099
chr1	14776574	14778174	chr1:14776574-14778174	4.6013474	7.426328
chr1	14782815	14784962	chr1:14782815-14784962	3.1528509	9.562407
chr1	147851143	147851487	chr1:147851143-147851487	2.0947464	8.167884
chr1	147855174	147855600	chr1:147855174-147855600	-0.5668761	5.068968
chr1	147928201	147928956	chr1:147928201-147928956	8.113814	4.893998
chr1	148333988	148335484	chr1:148333988-148335484	7.7748384	7.5728974
chr1	148388002	148389251	chr1:148388002-148389251	7.7624955	7.604137
chr1	148402115	148403295	chr1:148402115-148403295	7.744484	7.5398364
chr1	148522149	148523242	chr1:148522149-148523242	7.7841983	7.695047
chr1	14884577	14885172	chr1:14884577-14885172	2.5928826	7.184643
chr1	14898389	14899325	chr1:14898389-14899325	0.06788349	5.690441
chr1	14913696	14914208	chr1:14913696-14914208	0.112603806	4.9371247
chr1	14923679	14925126	chr1:14923679-14925126	5.5996304	4.0684032
chr1	149237688	149238239	chr1:149237688-149238239	-1.8878559	5.528739
chr1	14939543	14940369	chr1:14939543-14940369	1.6428223	6.5482373
chr1	149636140	149637275	chr1:149636140-149637275	7.7807965	7.682257
chr1	14969919	14970684	chr1:14969919-14970684	1.7294167	6.2801747
chr1	149712385	149712936	chr1:149712385-149712936	1.063168	7.140109
chr1	149775474	149776033	chr1:149775474-149776033	1.0459728	7.382713
chr1	149792568	149793608	chr1:149792568-149793608	5.5366096	4.285178
chr1	149811602	149813808	chr1:149811602-149813808	6.879766	5.9788933
chr1	149843357	149844426	chr1:149843357-149844426	4.2907715	6.855618
chr1	149847126	149850399	chr1:149847126-149850399	3.1514843	6.8520203
chr1	149884791	149888567	chr1:149884791-149888567	7.7526445	7.272553
chr1	149927277	149928568	chr1:149927277-149928568	9.018915	6.231891
chr1	149938964	149939851	chr1:149938964-149939851	3.6801064	7.9010143
chr1	14996085	14997001	chr1:14996085-14997001	3.87551	7.3322845
chr1	150009687	150011278	chr1:150009687-150011278	9.282539	5.863726
chr1	150066812	150068102	chr1:150066812-150068102	9.568311	5.450343
chr1	15007332	15008739	chr1:15007332-15008739	1.4261425	5.72393
chr1	150149489	150150928	chr1:150149489-150150928	5.7270713	4.022376
chr1	150162682	150163749	chr1:150162682-150163749	4.5152974	7.6267424
chr1	150171983	150172291	chr1:150171983-150172291	1.3670154	8.483394
chr1	150234474	150236657	chr1:150234474-150236657	7.8265634	5.845043
chr1	150268350	150269433	chr1:150268350-150269433	8.911061	5.7182727
chr1	150293493	150294482	chr1:150293493-150294482	8.856847	6.211581
chr1	150313796	150314596	chr1:150313796-150314596	0.6331462	7.1278377
chr1	150321025	150322039	chr1:150321025-150322039	9.222054	5.5649695
chr1	150363401	150364970	chr1:150363401-150364970	8.397915	5.1333
chr1	150487019	150487867	chr1:150487019-150487867	9.251991	6.3448486
chr1	150507630	150508487	chr1:150507630-150508487	4.100885	7.409728
chr1	150514916	150516513	chr1:150514916-150516513	6.986185	5.691022
chr1	150551991	150552631	chr1:150551991-150552631	4.882927	7.3925123
chr1	150560870	150562587	chr1:150560870-150562587	6.8205614	5.252645
chr1	150567714	150569709	chr1:150567714-150569709	1.4781407	3.0242426
chr1	150578735	150580240	chr1:150578735-150580240	8.985526	4.180843
chr1	150604461	150605399	chr1:150604461-150605399	3.3052988	8.653058
chr1	150613216	150614118	chr1:150613216-150614118	3.3799589	8.766768
chr1	150629051	150630779	chr1:150629051-150630779	7.472064	6.27958
chr1	150634938	150636077	chr1:150634938-150636077	2.3307242	8.508628
chr1	150875896	150877254	chr1:150875896-150877254	7.5919657	5.329918
chr1	150925807	150926709	chr1:150925807-150926709	8.812416	5.9948926
chr1	150973376	150975342	chr1:150973376-150975342	6.8386626	4.103054
chr1	150976959	150977630	chr1:150976959-150977630	4.2557983	9.176168
chr1	151007961	151009318	chr1:151007961-151009318	8.011826	6.221952
chr1	151047579	151048884	chr1:151047579-151048884	6.1580915	4.871131
chr1	151054968	151055701	chr1:151054968-151055701	3.4474185	9.023516
chr1	151059325	151060664	chr1:151059325-151060664	7.7863197	4.982171
chr1	15106568	15107273	chr1:15106568-15107273	1.8639734	7.8647623
chr1	151069287	151071763	chr1:151069287-151071763	8.24562	5.1015635
chr1	1511092	1512729	chr1:1511092-1512729	8.250232	5.0239167
chr1	151164999	151166867	chr1:151164999-151166867	8.399716	6.2917986
chr1	151189494	151190671	chr1:151189494-151190671	8.953675	3.2248724
chr1	151197941	151199120	chr1:151197941-151199120	7.4563665	5.496476
chr1	151254192	151255092	chr1:151254192-151255092	8.80708	6.0319853
chr1	151281035	151283398	chr1:151281035-151283398	7.4143486	6.2077284
chr1	151289122	151290293	chr1:151289122-151290293	1.1179844	2.67885
chr1	151290669	151291145	chr1:151290669-151291145	1.0829674	2.5701544
chr1	151311409	151312440	chr1:151311409-151312440	3.8264704	8.46616
chr1	151369722	151370958	chr1:151369722-151370958	3.3065598	6.8853397
chr1	151372211	151372958	chr1:151372211-151372958	5.5044327	5.8220024
chr1	151398852	151400194	chr1:151398852-151400194	8.809097	6.3760066
chr1	151457609	151459834	chr1:151457609-151459834	6.3355236	5.2906513
chr1	151510897	151511975	chr1:151510897-151511975	4.6646395	4.414521
chr1	15152378	15154825	chr1:15152378-15154825	4.404968	4.347707
chr1	151539517	151540762	chr1:151539517-151540762	6.336232	5.2090826
chr1	151574684	151575583	chr1:151574684-151575583	3.5934637	7.598118
chr1	151596236	151597083	chr1:151596236-151597083	3.0709438	10.214389
chr1	151611395	151612838	chr1:151611395-151612838	8.238293	5.754368
chr1	151705848	151706893	chr1:151705848-151706893	0.44755834	4.91145
chr1	15171357	15172104	chr1:15171357-15172104	0.8796754	5.9994698
chr1	151739533	151740097	chr1:151739533-151740097	1.6464447	8.001386
chr1	151762867	151764160	chr1:151762867-151764160	8.70215	5.7232347
chr1	151774181	151775212	chr1:151774181-151775212	1.7346114	9.439553
chr1	15177730	15178377	chr1:15177730-15178377	1.108199	8.196662
chr1	151790090	151791465	chr1:151790090-151791465	6.9300923	6.0304966
chr1	151822489	151822904	chr1:151822489-151822904	0.48250452	5.1793284
chr1	151846018	151846682	chr1:151846018-151846682	2.8074892	6.441812
chr1	151898005	151898974	chr1:151898005-151898974	1.7885333	7.059501
chr1	151905228	151906525	chr1:151905228-151906525	3.5996606	8.540719
chr1	151933941	151934456	chr1:151933941-151934456	2.1454227	4.8458366
chr1	151945467	151946466	chr1:151945467-151946466	1.501806	7.713774
chr1	151993556	151994488	chr1:151993556-151994488	3.9965758	3.7146356
chr1	152034436	152037418	chr1:152034436-152037418	6.710632	6.1658406
chr1	152047652	152048679	chr1:152047652-152048679	5.9676185	6.7454047
chr1	152071011	152071666	chr1:152071011-152071666	2.3826494	7.4096217
chr1	15218363	15218953	chr1:15218363-15218953	2.130339	7.834108
chr1	15223970	15224933	chr1:15223970-15224933	1.3377539	6.8549943
chr1	15235873	15237318	chr1:15235873-15237318	1.2594998	6.2935038
chr1	15246967	15247694	chr1:15246967-15247694	0.27685627	4.503084
chr1	152480181	152480492	chr1:152480181-152480492	1.8739256	4.3433676
chr1	152543784	152544279	chr1:152543784-152544279	1.3088871	4.3804245
chr1	15260324	15261712	chr1:15260324-15261712	2.1728215	8.559313
chr1	152622861	152623815	chr1:152622861-152623815	0.4874733	4.1777487
chr1	15279652	15280411	chr1:15279652-15280411	0.9674378	5.907546
chr1	15288513	15290632	chr1:15288513-15290632	0.63406044	6.0349765
chr1	153040895	153041683	chr1:153040895-153041683	2.3383234	8.05845
chr1	153058829	153059825	chr1:153058829-153059825	2.593319	9.658924
chr1	153083633	153084045	chr1:153083633-153084045	-1.0994115	4.418971
chr1	15322812	15324303	chr1:15322812-15324303	2.8849616	5.505793
chr1	153343523	153344738	chr1:153343523-153344738	3.4506166	10.332832
chr1	153400275	153400477	chr1:153400275-153400477	2.0054567	4.3350115
chr1	153432946	153433796	chr1:153432946-153433796	3.23858	10.116092
chr1	153434900	153435390	chr1:153434900-153435390	2.4697208	9.245763
chr1	15345730	15346806	chr1:15345730-15346806	3.3957906	7.353849
chr1	153515515	153516291	chr1:153515515-153516291	1.6420653	6.142985
chr1	153522263	153522560	chr1:153522263-153522560	-2.5110788	4.014669
chr1	15352299	15353109	chr1:15352299-15353109	2.7381861	7.3688817
chr1	153535799	153536431	chr1:153535799-153536431	0.80096924	4.4436884
chr1	15358462	15359248	chr1:15358462-15359248	2.790927	7.2390733
chr1	153633494	153634554	chr1:153633494-153634554	8.879673	4.74459
chr1	153658307	153659368	chr1:153658307-153659368	8.262184	5.9780374
chr1	153670610	153672212	chr1:153670610-153672212	6.0680795	6.782036
chr1	153686946	153687679	chr1:153686946-153687679	-0.120290264	5.0359197
chr1	153727372	153728680	chr1:153727372-153728680	7.4502945	6.060556
chr1	153775081	153776443	chr1:153775081-153776443	5.804725	4.5514574
chr1	153783186	153784139	chr1:153783186-153784139	7.9250603	4.851041
chr1	153922004	153923699	chr1:153922004-153923699	7.2225714	6.204251
chr1	153945072	153947073	chr1:153945072-153947073	8.256352	4.5276165
chr1	153957762	153958901	chr1:153957762-153958901	8.646325	6.1211796
chr1	153963137	153964297	chr1:153963137-153964297	7.4469786	6.125556
chr1	153967179	153968083	chr1:153967179-153968083	7.6899424	6.1122456
chr1	153976889	153978798	chr1:153976889-153978798	8.110523	5.9704676
chr1	153985385	153985640	chr1:153985385-153985640	4.439179	7.305885
chr1	153990215	153991186	chr1:153990215-153991186	9.063059	5.983616
chr1	154082926	154083267	chr1:154082926-154083267	-1.2294499	5.3735747
chr1	15409122	15410535	chr1:15409122-15410535	7.047556	4.6587825
chr1	154104490	154105070	chr1:154104490-154105070	0.3273639	5.6947155
chr1	154157384	154158216	chr1:154157384-154158216	3.9243293	9.053224
chr1	15415948	15417940	chr1:15415948-15417940	3.335668	7.293035
chr1	154182208	154183628	chr1:154182208-154183628	9.064463	5.8816876
chr1	154193689	154194210	chr1:154193689-154194210	0.78610575	6.0147123
chr1	154220109	154221900	chr1:154220109-154221900	9.482739	4.783888
chr1	15426866	15427568	chr1:15426866-15427568	1.269704	4.1591487
chr1	154272064	154273002	chr1:154272064-154273002	8.230438	5.6986117
chr1	154307758	154308296	chr1:154307758-154308296	1.9847039	7.9675565
chr1	154324515	154326839	chr1:154324515-154326839	6.2252116	5.0749164
chr1	154352398	154353768	chr1:154352398-154353768	4.119102	8.367699
chr1	154384520	154386001	chr1:154384520-154386001	2.9660227	7.9100714
chr1	154386615	154387193	chr1:154386615-154387193	3.8977625	7.3926387
chr1	154404842	154406179	chr1:154404842-154406179	4.8772054	4.5056624
chr1	154430839	154432090	chr1:154430839-154432090	1.2420111	7.6429
chr1	154463318	154463918	chr1:154463318-154463918	2.3671653	7.8457284
chr1	154531631	154532965	chr1:154531631-154532965	-1.7744758	4.511065
chr1	154558656	154559916	chr1:154558656-154559916	9.540287	4.80742
chr1	15456676	15457693	chr1:15456676-15457693	0.84314966	7.182621
chr1	154567521	154568513	chr1:154567521-154568513	3.8064313	1.7772539
chr1	154607305	154610007	chr1:154607305-154610007	5.539821	6.112524
chr1	154626847	154628203	chr1:154626847-154628203	8.754333	5.0828724
chr1	154670622	154671801	chr1:154670622-154671801	-2.056778	4.646889
chr1	15472570	15472837	chr1:15472570-15472837	1.1944569	5.817257
chr1	154860201	154860833	chr1:154860201-154860833	3.58084	7.7406297
chr1	154863575	154864226	chr1:154863575-154864226	2.5011334	5.1657033
chr1	154866636	154866911	chr1:154866636-154866911	2.4921787	6.989758
chr1	154886313	154886861	chr1:154886313-154886861	1.7636573	8.309331
chr1	154936233	154937821	chr1:154936233-154937821	10.014122	4.2023153
chr1	154955139	154956799	chr1:154955139-154956799	3.9239862	6.8389635
chr1	154961290	154962496	chr1:154961290-154962496	9.91428	4.1971407
chr1	154970466	154971249	chr1:154970466-154971249	6.025175	5.9102035
chr1	154973468	154975784	chr1:154973468-154975784	8.54062	5.9670057
chr1	155000831	155002541	chr1:155000831-155002541	8.43604	4.3814893
chr1	155003683	155004283	chr1:155003683-155004283	7.4839516	4.9824953
chr1	155012112	155012356	chr1:155012112-155012356	5.075403	6.054
chr1	155013183	155013674	chr1:155013183-155013674	3.5954087	7.49032
chr1	155016899	155018034	chr1:155016899-155018034	7.4861054	4.299877
chr1	155050312	155051935	chr1:155050312-155051935	7.4560223	4.2548523
chr1	155061455	155062082	chr1:155061455-155062082	3.1645753	4.2894235
chr1	155070649	155071601	chr1:155070649-155071601	6.3185954	4.916056
chr1	155078504	155079490	chr1:155078504-155079490	5.684431	4.6945696
chr1	155084419	155086439	chr1:155084419-155086439	5.8950973	5.116236
chr1	155093918	155094632	chr1:155093918-155094632	2.6620293	4.5264144
chr1	155119743	155121314	chr1:155119743-155121314	2.0722497	6.925389
chr1	155135035	155136640	chr1:155135035-155136640	8.765391	5.047874
chr1	155139977	155140850	chr1:155139977-155140850	9.474306	6.0923944
chr1	155192970	155195218	chr1:155192970-155195218	8.458512	4.4059324
chr1	155208388	155209521	chr1:155208388-155209521	9.23425	5.465954
chr1	155218810	155219159	chr1:155218810-155219159	2.4982116	6.354463
chr1	155226624	155228116	chr1:155226624-155228116	7.731875	5.7491302
chr1	155241059	155241363	chr1:155241059-155241363	9.643361	4.9679503
chr1	155254816	155256405	chr1:155254816-155256405	6.7973185	5.0072365
chr1	155261632	155262976	chr1:155261632-155262976	8.308929	5.3429136
chr1	15526463	15527342	chr1:15526463-15527342	9.497576	5.0857677
chr1	155273120	155274886	chr1:155273120-155274886	7.6603312	5.3460116
chr1	155282666	155282978	chr1:155282666-155282978	-0.43846425	3.330861
chr1	155294550	155295635	chr1:155294550-155295635	0.033212014	2.799909
chr1	155308135	155309780	chr1:155308135-155309780	8.070885	6.273861
chr1	155322972	155325555	chr1:155322972-155325555	7.3739686	4.3850026
chr1	15543005	15544169	chr1:15543005-15544169	3.1348116	9.670581
chr1	155536245	155537018	chr1:155536245-155537018	0.9373991	7.6748366
chr1	155561995	155563635	chr1:155561995-155563635	9.952522	4.1932716
chr1	155590670	155592250	chr1:155590670-155592250	1.5865598	4.7597265
chr1	155609544	155610470	chr1:155609544-155610470	7.6921067	5.248244
chr1	155635707	155638296	chr1:155635707-155638296	0.65434897	6.7804766
chr1	155648328	155648912	chr1:155648328-155648912	2.0394893	5.1948695
chr1	155687894	155689794	chr1:155687894-155689794	10.000824	4.215801
chr1	155745247	155746060	chr1:155745247-155746060	7.6129184	5.158812
