# REST + cCREs					
Chr	Start	End	cCRE accession	cCRE class	Silencer class
chr12	45794536	45794722	EH38E4062313	CA-CTCF	REST+ silencer
chr12	46339101	46339332	EH38E4062395	TF	REST+ silencer
chr12	4751703	4751971	EH38E4055416	TF	REST+ silencer
chr12	47534808	47534966	EH38E4062634	CA-TF	REST+ silencer
chr12	48178037	48178377	EH38E4062830	CA-TF	REST+ silencer
chr12	48736528	48736748	EH38E3014980	CA-CTCF	REST+ silencer
chr12	50079813	50080068	EH38E4063333	CA-H3K4me3	REST+ silencer
chr12	51740576	51740882	EH38E4063643	CA-TF	REST+ silencer
chr12	52078298	52078626	EH38E4063722	CA-TF	REST+ silencer
chr12	52301386	52301659	EH38E4063774	CA-TF	REST+ silencer
chr12	52741428	52741720	EH38E3018053	CA-CTCF	REST+ silencer
chr12	54102299	54102484	EH38E4064367	TF	REST+ silencer
chr1	25592719	25593063	EH38E2796116	CA-H3K4me3	REST+ silencer
chr12	56417778	56418122	EH38E4064831	TF	REST+ silencer
chr12	57254645	57254815	EH38E4065033	CA-TF	REST+ silencer
chr12	57760425	57760727	EH38E3021859	CA-H3K4me3	REST+ silencer
chr12	63820477	63820781	EH38E4066537	TF	REST+ silencer
chr12	65005725	65006053	EH38E4066742	CA-TF	REST+ silencer
chr12	65461114	65461315	EH38E4066823	CA-TF	REST+ silencer
chr1	26645856	26646032	EH38E3958874	CA-TF	REST+ silencer
chr12	67193754	67194049	EH38E4067203	CA-TF	REST+ silencer
chr12	70028987	70029247	EH38E4067752	CA-TF	REST+ silencer
chr12	77133602	77133904	EH38E4068939	CA-TF	REST+ silencer
chr12	7762814	7763060	EH38E3001831	CA-CTCF	REST+ silencer
chr12	8014935	8015197	EH38E4056249	CA-TF	REST+ silencer
chr12	81300531	81300800	EH38E4069720	CA-TF	REST+ silencer
chr12	81350340	81350604	EH38E4069734	CA-TF	REST+ silencer
chr12	82788715	82788905	EH38E1628617	TF	REST+ silencer
chr12	83848797	83848982	EH38E4070165	TF	REST+ silencer
chr12	87761040	87761201	EH38E3030957	CA-CTCF	REST+ silencer
chr12	89533315	89533549	EH38E1630965	CA-H3K4me3	REST+ silencer
chr12	93807449	93807642	EH38E4072032	TF	REST+ silencer
chr1	29465831	29466097	EH38E3959680	CA-TF	REST+ silencer
chr1	29478450	29478783	EH38E3959686	CA-H3K4me3	REST+ silencer
chr12	94879633	94879890	EH38E4072225	CA-CTCF	REST+ silencer
chr12	94929826	94930161	EH38E4072239	TF	REST+ silencer
chr12	96901284	96901480	EH38E4072609	CA-CTCF	REST+ silencer
chr1	29736655	29736937	EH38E3959784	CA-TF	REST+ silencer
chr12	97446926	97447136	EH38E4072707	TF	REST+ silencer
chr1	29752160	29752444	EH38E3959788	CA-TF	REST+ silencer
chr12	98297665	98297823	EH38E3035158	CA-CTCF	REST+ silencer
chr12	98897050	98897289	EH38E3035428	CA-CTCF	REST+ silencer
chr12	99265737	99265950	EH38E4073035	TF	REST+ silencer
chr1	29949767	29949952	EH38E3959849	CA-CTCF	REST+ silencer
chr12	99626681	99626925	EH38E4073083	TF	REST+ silencer
chr1	30342567	30342890	EH38E3960014	CA-H3K4me3	REST+ silencer
chr1	30365700	30365850	EH38E3960018	CA-TF	REST+ silencer
chr13	101988226	101988473	EH38E4096742	CA-TF	REST+ silencer
chr13	102405786	102405987	EH38E4096835	CA-TF	REST+ silencer
chr13	102567947	102568148	EH38E4096862	CA-CTCF	REST+ silencer
chr13	103386347	103386696	EH38E4097026	CA-TF	REST+ silencer
chr13	107518411	107518618	EH38E4097870	CA-TF	REST+ silencer
chr13	107864657	107864813	EH38E3080353	CA-H3K4me3	REST+ silencer
chr13	108877284	108877612	EH38E3080622	CA-H3K4me3	REST+ silencer
chr13	109610552	109610859	EH38E3081000	CA-CTCF	REST+ silencer
chr13	112263324	112263499	EH38E4099261	TF	REST+ silencer
chr1	31502400	31502647	EH38E3960363	TF	REST+ silencer
chr13	18741764	18742035	EH38E4081791	CA-TF	REST+ silencer
chr13	20559026	20559296	EH38E4082058	TF	REST+ silencer
chr13	21998309	21998604	EH38E3055038	CA-H3K4me3	REST+ silencer
chr13	22148326	22148476	EH38E4082404	TF	REST+ silencer
chr13	26259651	26260001	EH38E4083221	TF	REST+ silencer
chr13	26867512	26867801	EH38E4083342	CA-CTCF	REST+ silencer
chr13	26872879	26873219	EH38E4083346	CA-H3K4me3	REST+ silencer
chr1	32855956	32856200	EH38E3960694	TF	REST+ silencer
chr13	28918133	28918375	EH38E4083745	TF	REST+ silencer
chr13	34926615	34926783	EH38E1667347	CA-H3K4me3	REST+ silencer
chr13	36134683	36134931	EH38E3060772	CA-H3K4me3	REST+ silencer
chr13	36174052	36174202	EH38E4085014	TF	REST+ silencer
chr1	33854209	33854366	EH38E2801982	CA-CTCF	REST+ silencer
chr13	38577080	38577417	EH38E3061398	CA-CTCF	REST+ silencer
chr1	33880446	33880709	EH38E3960954	CA-TF	REST+ silencer
chr1	33977097	33977352	EH38E3960988	TF	REST+ silencer
chr1	34034132	34034301	EH38E3961004	CA-CTCF	REST+ silencer
chr1	34108395	34108599	EH38E2802049	CA-CTCF	REST+ silencer
chr13	41557861	41558115	EH38E4085875	TF	REST+ silencer
chr1	34178200	34178363	EH38E3961051	CA-TF	REST+ silencer
chr13	43744695	43744880	EH38E1672212	CA-H3K4me3	REST+ silencer
chr1	34500479	34500823	EH38E3961135	CA-CTCF	REST+ silencer
chr13	45596026	45596306	EH38E4086640	CA-CTCF	REST+ silencer
chr1	34709594	34709877	EH38E3961195	CA-TF	REST+ silencer
chr13	47556824	47556974	EH38E4087020	TF	REST+ silencer
chr13	51136418	51136571	EH38E3066955	CA-CTCF	REST+ silencer
chr13	53201078	53201421	EH38E4087909	CA-H3K4me3	REST+ silencer
chr13	53254631	53254789	EH38E4087916	CA-TF	REST+ silencer
chr13	55632467	55632723	EH38E4088262	TF	REST+ silencer
chr1	35660942	35661289	EH38E3961437	CA-TF	REST+ silencer
chr13	57265068	57265268	EH38E1678803	CA-H3K4me3	REST+ silencer
chr1	35877049	35877311	EH38E3961482	CA-CTCF	REST+ silencer
chr13	60274780	60274941	EH38E4088982	TF	REST+ silencer
chr13	62034003	62034266	EH38E3069087	CA-H3K4me3	REST+ silencer
chr13	64925314	64925645	EH38E4089727	CA-H3K4me3	REST+ silencer
chr1	36803991	36804144	EH38E2803358	CA-CTCF	REST+ silencer
chr13	69008563	69008846	EH38E4090438	TF	REST+ silencer
chr1	36924264	36924613	EH38E3961755	CA-H3K4me3	REST+ silencer
chr1	37143889	37144137	EH38E3961830	CA-TF	REST+ silencer
chr13	72061639	72061848	EH38E4090919	TF	REST+ silencer
chr1	37362601	37362848	EH38E3961872	CA-CTCF	REST+ silencer
chr13	76632693	76633031	EH38E3071896	CA-H3K4me3	REST+ silencer
chr13	77563264	77563486	EH38E3072286	CA-CTCF	REST+ silencer
chr13	78589288	78589544	EH38E4092067	CA-H3K4me3	REST+ silencer
chr13	91058097	91058423	EH38E3074504	CA-CTCF	REST+ silencer
chr13	92658375	92658604	EH38E4094851	TF	REST+ silencer
chr13	93690254	93690511	EH38E4095079	CA-TF	REST+ silencer
chr13	93872483	93872665	EH38E4095116	CA-CTCF	REST+ silencer
chr13	94280901	94281193	EH38E4095195	TF	REST+ silencer
chr13	94952873	94953101	EH38E4095315	TF	REST+ silencer
chr13	99796221	99796550	EH38E4096288	CA-TF	REST+ silencer
chr14	105801205	105801547	EH38E4116869	CA-TF	REST+ silencer
chr1	41272677	41272996	EH38E3962819	CA-TF	REST+ silencer
chr1	41511806	41512015	EH38E3962872	CA-TF	REST+ silencer
chr1	41939280	41939530	EH38E3962956	CA-H3K4me3	REST+ silencer
chr14	20855659	20856005	EH38E3085460	CA-CTCF	REST+ silencer
chr14	22723894	22724094	EH38E4100497	CA-TF	REST+ silencer
chr14	26691957	26692107	EH38E4101466	TF	REST+ silencer
chr1	4272685	4272835	EH38E3952491	TF	REST+ silencer
chr14	30528164	30528443	EH38E1705804	CA-TF	REST+ silencer
chr1	43055719	43056019	EH38E3963178	TF	REST+ silencer
chr1	43222925	43223246	EH38E3963222	TF	REST+ silencer
chr14	32925565	32925736	EH38E4102649	CA-CTCF	REST+ silencer
chr14	33210378	33210647	EH38E4102690	CA-TF	REST+ silencer
chr14	34688523	34688724	EH38E4103053	TF	REST+ silencer
chr14	40989350	40989552	EH38E4104257	CA-CTCF	REST+ silencer
chr14	42950472	42950670	EH38E4104549	TF	REST+ silencer
chr14	44880871	44881112	EH38E4104841	TF	REST+ silencer
chr1	4450730	4450910	EH38E3952534	TF	REST+ silencer
chr14	45905757	45905991	EH38E4104996	CA-CTCF	REST+ silencer
chr14	49073362	49073567	EH38E4105477	CA-CTCF	REST+ silencer
chr14	49304007	49304268	EH38E4105502	CA-CTCF	REST+ silencer
chr14	49589488	49589736	EH38E4105565	CA-TF	REST+ silencer
chr14	50451937	50452207	EH38E4105719	TF	REST+ silencer
chr1	4550041	4550205	EH38E3952569	CA-TF	REST+ silencer
chr14	56453085	56453370	EH38E4106690	CA-TF	REST+ silencer
chr14	56723524	56723707	EH38E4106744	CA-TF	REST+ silencer
chr14	57576606	57576804	EH38E4106877	CA-TF	REST+ silencer
chr14	63413097	63413341	EH38E3099102	CA-CTCF	REST+ silencer
chr1	46472239	46472459	EH38E3963998	CA-TF	REST+ silencer
chr14	64808563	64808717	EH38E4108084	TF	REST+ silencer
chr14	66541708	66541934	EH38E4108443	TF	REST+ silencer
chr1	46735789	46736064	EH38E1344948	CA-CTCF	REST+ silencer
chr1	46931206	46931484	EH38E3964090	TF	REST+ silencer
chr14	70036789	70037016	EH38E1725123	CA-CTCF	REST+ silencer
chr14	70804666	70804864	EH38E4109216	CA-TF	REST+ silencer
chr1	47147467	47147695	EH38E1345062	CA-CTCF	REST+ silencer
chr1	47419078	47419358	EH38E3964187	TF	REST+ silencer
chr14	74756359	74756688	EH38E4109996	CA-TF	REST+ silencer
chr14	75404917	75405180	EH38E4110117	CA-TF	REST+ silencer
chr14	76034564	76034908	EH38E1729191	CA-TF	REST+ silencer
chr14	76133140	76133293	EH38E1729257	CA-CTCF	REST+ silencer
chr1	47738616	47738926	EH38E3964297	CA-CTCF	REST+ silencer
chr14	78164253	78164581	EH38E4110748	CA-CTCF	REST+ silencer
chr14	78399355	78399641	EH38E4110816	CA-CTCF	REST+ silencer
chr14	78446841	78447152	EH38E1730644	CA-CTCF	REST+ silencer
chr14	78519901	78520202	EH38E1127302	CA-CTCF	REST+ silencer
chr14	78530090	78530410	EH38E4110846	CA-CTCF	REST+ silencer
chr14	78863199	78863495	EH38E4110908	CA-CTCF	REST+ silencer
chr14	79161640	79161932	EH38E4110977	CA-TF	REST+ silencer
chr14	79246139	79246486	EH38E4110999	CA-TF	REST+ silencer
chr14	81637728	81637952	EH38E4111439	TF	REST+ silencer
chr14	82075606	82075918	EH38E4111517	CA-CTCF	REST+ silencer
chr14	82084885	82085127	EH38E4111519	CA-CTCF	REST+ silencer
chr14	83575407	83575603	EH38E4111827	CA-CTCF	REST+ silencer
chr1	48530741	48531088	EH38E1345902	CA-CTCF	REST+ silencer
chr14	87540445	87540651	EH38E4112571	CA-TF	REST+ silencer
chr14	88140944	88141220	EH38E4112689	CA-TF	REST+ silencer
chr14	88197882	88198069	EH38E4112702	CA-TF	REST+ silencer
chr14	88316605	88316806	EH38E4112728	TF	REST+ silencer
chr14	88335249	88335470	EH38E1734015	CA-CTCF	REST+ silencer
chr14	90495379	90495542	EH38E1735439	CA-CTCF	REST+ silencer
chr14	90495549	90495803	EH38E3110357	CA-CTCF	REST+ silencer
chr14	92914114	92914415	EH38E4113635	CA-CTCF	REST+ silencer
chr14	95784207	95784479	EH38E4114287	CA-CTCF	REST+ silencer
chr14	95862303	95862587	EH38E4114301	CA-TF	REST+ silencer
chr14	95935284	95935572	EH38E4114328	CA-CTCF	REST+ silencer
chr14	95953200	95953534	EH38E4114333	CA-TF	REST+ silencer
chr14	96648752	96648909	EH38E4114482	TF	REST+ silencer
chr14	96940042	96940365	EH38E4114555	CA-TF	REST+ silencer
chr1	5001527	5001804	EH38E2781276	CA-H3K4me3	REST+ silencer
chr1	50245348	50245620	EH38E3964755	TF	REST+ silencer
chr1	50258019	50258220	EH38E2810597	CA-CTCF	REST+ silencer
chr1	50268139	50268387	EH38E3964761	CA-CTCF	REST+ silencer
chr15	100393084	100393335	EH38E4132634	CA-TF	REST+ silencer
chr1	51211011	51211361	EH38E3964973	TF	REST+ silencer
chr1	5198401	5198666	EH38E3952754	CA-CTCF	REST+ silencer
chr1	52002313	52002631	EH38E2811293	CA-CTCF	REST+ silencer
chr15	22699948	22700193	EH38E4117401	CA-TF	REST+ silencer
chr15	23052632	23052788	EH38E4117480	TF	REST+ silencer
chr15	26453959	26454229	EH38E4117953	CA-TF	REST+ silencer
chr15	28724090	28724240	EH38E4118443	TF	REST+ silencer
chr1	5287242	5287489	EH38E3952776	CA-CTCF	REST+ silencer
chr15	28772928	28773183	EH38E4118451	TF	REST+ silencer
chr15	29449208	29449488	EH38E4118646	CA-TF	REST+ silencer
chr15	29651781	29651999	EH38E4118693	CA-TF	REST+ silencer
chr15	29666298	29666529	EH38E4118698	TF	REST+ silencer
chr1	52994694	52994961	EH38E3965353	TF	REST+ silencer
chr15	33475552	33475902	EH38E4119258	TF	REST+ silencer
chr15	34470921	34471266	EH38E4119443	TF	REST+ silencer
chr15	34734393	34734546	EH38E3127071	CA-CTCF	REST+ silencer
chr15	34753287	34753636	EH38E4119509	CA-H3K4me3	REST+ silencer
chr15	35199856	35200100	EH38E4119598	TF	REST+ silencer
chr1	53548099	53548397	EH38E3965504	TF	REST+ silencer
chr15	35695089	35695371	EH38E4119691	TF	REST+ silencer
chr15	36521762	36522013	EH38E4119862	CA-CTCF	REST+ silencer
chr15	36642446	36642596	EH38E4119876	TF	REST+ silencer
chr15	44168724	44168980	EH38E4121211	TF	REST+ silencer
chr15	44236121	44236271	EH38E4121227	TF	REST+ silencer
chr15	44779831	44780181	EH38E4121292	TF	REST+ silencer
chr15	46177294	46177547	EH38E4121548	CA-TF	REST+ silencer
chr1	54705236	54705475	EH38E3965831	CA-TF	REST+ silencer
chr15	47766525	47766679	EH38E1759731	CA-CTCF	REST+ silencer
chr15	48465530	48465741	EH38E1760152	TF	REST+ silencer
chr15	51785466	51785634	EH38E4122466	TF	REST+ silencer
chr15	53193249	53193518	EH38E3134835	CA-CTCF	REST+ silencer
chr15	53310830	53310995	EH38E4122721	CA-CTCF	REST+ silencer
chr15	53328432	53328675	EH38E4122724	CA-TF	REST+ silencer
chr15	54841005	54841341	EH38E3135112	CA-CTCF	REST+ silencer
chr15	56362057	56362346	EH38E4123268	TF	REST+ silencer
chr15	59421326	59421524	EH38E3137138	CA-CTCF	REST+ silencer
chr15	59893081	59893265	EH38E4123874	CA-TF	REST+ silencer
chr15	60909019	60909169	EH38E4124089	TF	REST+ silencer
chr15	61545787	61546088	EH38E4124229	CA-TF	REST+ silencer
chr15	61584506	61584755	EH38E3138112	CA-CTCF	REST+ silencer
chr15	65952457	65952791	EH38E4125019	CA-TF	REST+ silencer
chr15	66004698	66004992	EH38E4125050	CA-TF	REST+ silencer
chr15	67314615	67314765	EH38E4125409	TF	REST+ silencer
chr15	69056371	69056720	EH38E3142818	CA-CTCF	REST+ silencer
chr15	69386386	69386679	EH38E4125901	TF	REST+ silencer
chr15	69543800	69544038	EH38E3143105	CA-CTCF	REST+ silencer
chr15	69976389	69976729	EH38E4126051	CA-TF	REST+ silencer
chr15	73346746	73347074	EH38E4126704	CA-TF	REST+ silencer
chr15	73832735	73832981	EH38E4126827	CA-CTCF	REST+ silencer
chr15	73851752	73852044	EH38E4126839	CA-TF	REST+ silencer
chr15	74988034	74988369	EH38E3146505	CA-CTCF	REST+ silencer
chr1	57671856	57672042	EH38E3966421	TF	REST+ silencer
chr15	77396757	77397029	EH38E4127670	TF	REST+ silencer
chr15	77753308	77753606	EH38E4127779	CA-TF	REST+ silencer
chr15	77795526	77795800	EH38E4127805	CA-TF	REST+ silencer
chr15	79117953	79118115	EH38E4128151	TF	REST+ silencer
chr15	79208227	79208454	EH38E1781078	CA-CTCF	REST+ silencer
chr15	79294165	79294387	EH38E4128192	CA-TF	REST+ silencer
chr15	80264166	80264328	EH38E3149675	CA-CTCF	REST+ silencer
chr1	58460546	58460818	EH38E3966594	CA-TF	REST+ silencer
chr1	5847312	5847651	EH38E3952988	CA-H3K4me3	REST+ silencer
chr15	86138851	86139135	EH38E4129506	CA-CTCF	REST+ silencer
chr15	86690684	86690929	EH38E1785274	CA-TF	REST+ silencer
chr15	86925544	86925699	EH38E3152514	CA-CTCF	REST+ silencer
chr15	87863253	87863484	EH38E4129901	CA-TF	REST+ silencer
chr15	88166350	88166692	EH38E4129980	CA-CTCF	REST+ silencer
chr15	88489382	88489661	EH38E4130074	CA-CTCF	REST+ silencer
chr15	88727434	88727781	EH38E4130132	CA-TF	REST+ silencer
chr15	89419405	89419717	EH38E4130319	CA-CTCF	REST+ silencer
chr15	91338814	91339123	EH38E3155086	CA-CTCF	REST+ silencer
chr15	91374378	91374657	EH38E3155098	CA-CTCF	REST+ silencer
chr1	59342869	59343163	EH38E2814805	CA-H3K4me3	REST+ silencer
chr1	59357737	59358003	EH38E1352112	CA-CTCF	REST+ silencer
chr15	97903962	97904144	EH38E3157513	CA-H3K4me3	REST+ silencer
chr1	6052471	6052798	EH38E3953065	CA-CTCF	REST+ silencer
chr16	10213866	10214110	EH38E4136084	TF	REST+ silencer
chr16	11461694	11461939	EH38E3168443	CA-CTCF	REST+ silencer
chr16	11650288	11650496	EH38E4136579	CA-CTCF	REST+ silencer
chr16	12927669	12927904	EH38E4136939	CA-TF	REST+ silencer
chr16	13025385	13025626	EH38E4136968	CA-CTCF	REST+ silencer
chr16	13036661	13036931	EH38E4136970	CA-CTCF	REST+ silencer
chr16	13471125	13471370	EH38E4137089	CA-TF	REST+ silencer
chr16	14037991	14038341	EH38E4137225	TF	REST+ silencer
chr16	14047136	14047440	EH38E4137228	TF	REST+ silencer
chr16	16614524	16614813	EH38E4137855	CA-TF	REST+ silencer
chr16	16797317	16797575	EH38E4137877	CA-TF	REST+ silencer
chr16	17138858	17139171	EH38E4137963	CA-TF	REST+ silencer
chr16	17784066	17784407	EH38E4138093	CA-TF	REST+ silencer
chr16	18040101	18040259	EH38E1805468	CA-CTCF	REST+ silencer
chr16	18738849	18739103	EH38E4138245	TF	REST+ silencer
chr16	19307663	19307955	EH38E4138388	CA-TF	REST+ silencer
chr16	20023268	20023544	EH38E4138560	CA-TF	REST+ silencer
chr16	20271921	20272241	EH38E1806334	CA-CTCF	REST+ silencer
chr16	20301944	20302230	EH38E4138645	CA-CTCF	REST+ silencer
chr16	20468949	20469250	EH38E4138681	TF	REST+ silencer
chr16	20555610	20555950	EH38E4138699	TF	REST+ silencer
chr16	20639045	20639205	EH38E4138729	TF	REST+ silencer
chr16	20669780	20669930	EH38E4138736	TF	REST+ silencer
chr16	21685009	21685323	EH38E4139015	CA-CTCF	REST+ silencer
chr16	22120536	22120756	EH38E1807187	CA-CTCF	REST+ silencer
chr16	22888909	22889105	EH38E3173109	CA-CTCF	REST+ silencer
chr16	23014641	23014867	EH38E1807546	CA-H3K4me3	REST+ silencer
chr16	23026814	23027151	EH38E4139363	CA-TF	REST+ silencer
chr16	23174707	23174923	EH38E4139396	CA-CTCF	REST+ silencer
chr16	23701151	23701317	EH38E4139522	TF	REST+ silencer
chr16	24178547	24178844	EH38E4139641	CA-TF	REST+ silencer
chr16	24900308	24900549	EH38E4139819	CA-TF	REST+ silencer
chr16	25264672	25264935	EH38E3174227	CA-CTCF	REST+ silencer
chr16	25501664	25501871	EH38E3174264	CA-CTCF	REST+ silencer
chr16	26396882	26397136	EH38E4140127	CA-TF	REST+ silencer
chr16	26762683	26762875	EH38E4140197	CA-TF	REST+ silencer
chr16	26952030	26952240	EH38E4140245	CA-TF	REST+ silencer
chr16	27796045	27796362	EH38E4140512	CA-H3K4me3	REST+ silencer
chr16	27922558	27922748	EH38E4140565	CA-TF	REST+ silencer
chr1	63148695	63148845	EH38E3967503	TF	REST+ silencer
chr16	47590557	47590800	EH38E4142131	TF	REST+ silencer
chr16	47787757	47788046	EH38E4142177	CA-TF	REST+ silencer
chr16	47970383	47970639	EH38E3178716	CA-H3K4me3	REST+ silencer
chr16	48720322	48720647	EH38E4142361	CA-TF	REST+ silencer
chr16	48895220	48895453	EH38E4142393	CA-TF	REST+ silencer
chr16	49127148	49127413	EH38E4142459	CA-TF	REST+ silencer
chr16	49158056	49158386	EH38E4142465	CA-TF	REST+ silencer
chr16	49345885	49346153	EH38E4142516	CA-CTCF	REST+ silencer
chr16	49351202	49351442	EH38E4142518	CA-CTCF	REST+ silencer
chr16	49423007	49423216	EH38E4142539	CA-TF	REST+ silencer
chr16	51103712	51103918	EH38E4143058	CA-TF	REST+ silencer
chr16	5176559	5176824	EH38E4134646	CA-H3K4me3	REST+ silencer
chr16	5228401	5228675	EH38E3165888	CA-CTCF	REST+ silencer
chr16	53356816	53357140	EH38E4143581	TF	REST+ silencer
chr16	53832042	53832286	EH38E4143663	TF	REST+ silencer
chr16	5465626	5465956	EH38E4134723	CA-TF	REST+ silencer
chr16	55418629	55418901	EH38E4144090	CA-CTCF	REST+ silencer
chr16	55710554	55710851	EH38E3182016	CA-CTCF	REST+ silencer
chr16	5678419	5678741	EH38E4134787	CA-TF	REST+ silencer
chr16	57030386	57030736	EH38E4144475	TF	REST+ silencer
chr16	5709921	5710216	EH38E4134798	CA-TF	REST+ silencer
chr16	57391631	57391979	EH38E4144588	TF	REST+ silencer
chr16	57402277	57402537	EH38E4144593	CA-CTCF	REST+ silencer
chr16	57875430	57875597	EH38E4144770	CA-TF	REST+ silencer
chr16	6016615	6016891	EH38E3166052	CA-CTCF	REST+ silencer
chr16	60945273	60945571	EH38E4145467	CA-CTCF	REST+ silencer
chr16	61042783	61043108	EH38E4145483	CA-TF	REST+ silencer
chr16	6193787	6194120	EH38E4134947	CA-TF	REST+ silencer
chr16	61943195	61943360	EH38E3184717	CA-H3K4me3	REST+ silencer
chr16	6541286	6541551	EH38E4135030	CA-TF	REST+ silencer
chr16	7014002	7014286	EH38E4135163	CA-TF	REST+ silencer
chr16	70862056	70862295	EH38E4147576	CA-TF	REST+ silencer
chr16	71316217	71316508	EH38E3189318	CA-H3K4me3	REST+ silencer
chr16	71467805	71468125	EH38E4147707	CA-TF	REST+ silencer
chr16	7182587	7182933	EH38E4135208	CA-TF	REST+ silencer
chr16	7246609	7246894	EH38E4135227	CA-TF	REST+ silencer
chr16	72864522	72864702	EH38E4148009	TF	REST+ silencer
chr16	73841437	73841642	EH38E4148231	TF	REST+ silencer
chr16	74310414	74310705	EH38E4148329	TF	REST+ silencer
chr16	74751790	74751996	EH38E4148433	TF	REST+ silencer
chr16	7492179	7492383	EH38E4135274	CA-TF	REST+ silencer
chr16	76118413	76118707	EH38E4148711	CA-TF	REST+ silencer
chr16	77035421	77035682	EH38E4148902	TF	REST+ silencer
chr16	77557523	77557673	EH38E4149009	TF	REST+ silencer
chr16	77974989	77975211	EH38E1829269	CA-CTCF	REST+ silencer
chr16	78045942	78046290	EH38E4149120	CA-H3K4me3	REST+ silencer
chr16	7839586	7839862	EH38E4135370	CA-TF	REST+ silencer
chr16	8026499	8026789	EH38E4135415	CA-TF	REST+ silencer
chr16	81170832	81171146	EH38E4149928	CA-TF	REST+ silencer
chr16	82810161	82810419	EH38E4150399	CA-TF	REST+ silencer
chr16	82859818	82859997	EH38E4150412	CA-TF	REST+ silencer
chr16	83420267	83420588	EH38E4150549	CA-TF	REST+ silencer
chr16	8346334	8346645	EH38E4135503	CA-TF	REST+ silencer
